,Code,Name,Country,Exchange,Currency,Type,Isin
16544,FTXP,Foothills Exploration Inc,USA,PINK,USD,Common Stock,US34512J1088
16559,FUAPF,Global Cannabis Applications Corp,USA,PINK,USD,Common Stock,
16560,FUBO,Fubotv Inc,USA,NYSE,USD,Common Stock,US35953D1046
16568,FUGI,Fuego Enterprises Inc,USA,PINK,USD,Common Stock,
16572,FUIG,Fusion Interactive Corp,USA,PINK,USD,Common Stock,US36113V1098
16575,FUJHF,Subaru Corp,USA,PINK,USD,Common Stock,JP3814800003
16576,FUJHY,Subaru Corp ADR,USA,PINK,USD,Common Stock,US86428V1044
16577,FUJIF,FUJIFILM Holdings Corporation,USA,PINK,USD,Common Stock,
16578,FUJIY,FUJIFILM Holdings Corp,USA,PINK,USD,Common Stock,US35958N1072
16579,FUL,H B Fuller Company,USA,NYSE,USD,Common Stock,US3596941068
16582,FULC,Fulcrum Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US3596161097
16585,FULO,FullNet Communications Inc,USA,PINK,USD,Common Stock,US3598511026
16587,FULT,Fulton Financial Corporation,USA,NASDAQ,USD,Common Stock,US3602711000
16588,FULTP,Fulton Financial Corporation,USA,NASDAQ,USD,Preferred Stock,
16593,FUN,Cedar Fair LP,USA,NYSE,USD,Common Stock,US1501851067
16594,FUNC,First United Corporation,USA,NASDAQ,USD,Common Stock,US33741H1077
16596,FUND,Sprott Focus Trust,USA,NASDAQ,USD,Common Stock,US85208J1097
16597,FUNFF,FansUnite Entertainment Inc,USA,OTCQX,USD,Common Stock,
16600,FUNN,Amfil Technologies,USA,PINK,USD,Common Stock,US0311461034
16601,FUNR,FUNR,USA,PINK,USD,Common Stock,
16605,FUPBY,Fuchs Petrolub SE ADR,USA,PINK,USD,Common Stock,US35952Q1067
16606,FUPEF,Fuchs Petrolub SE,USA,PINK,USD,Common Stock,
16609,FURCF,Faurecia S.E,USA,PINK,USD,Common Stock,
16610,FURY,Fury Gold Mines Ltd,USA,NYSE MKT,USD,Common Stock,CA36117T1003
16612,FUSB,First US Bancshares Inc,USA,NASDAQ,USD,Common Stock,US33744V1035
16614,FUSEF,Fuse Cobalt Inc,USA,OTCQB,USD,Common Stock,CA36116V1067
16618,FUSN,Fusion Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,CA36118A1003
16620,FUST,Fuse Group Holding Inc,USA,OTCQB,USD,Common Stock,
16622,FUTL,FutureLand Corp,USA,PINK,USD,Common Stock,US36117L1070
16623,FUTS,Future Science Holdings Inc,USA,PINK,USD,Common Stock,
16624,FUTU,Futu Holdings Ltd,USA,NASDAQ,USD,Common Stock,US36118L1061
16626,FUUFF,F3 Uranium Corp.,USA,OTCQB,USD,Common Stock,
16627,FUUN,FutureNet Inc,USA,OTCGREY,USD,Common Stock,
16628,FUV,Arcimoto Inc,USA,NASDAQ,USD,Common Stock,US0395871009
16629,FUWAF,Furukawa Electric Co. Ltd,USA,PINK,USD,Common Stock,
16630,FUWAY,Furukawa Electric Co Ltd ADR,USA,PINK,USD,Common Stock,US3611181021
16647,FVCB,FVCBankcorp Inc,USA,NASDAQ,USD,Common Stock,US36120Q1013
16655,FVGCF,Fire River Gold Corp,USA,PINK,USD,Common Stock,
16677,FVRR,Fiverr International Ltd,USA,NYSE,USD,Common Stock,IL0011582033
16682,FVTI,Fortune Valley Treasures Inc,USA,PINK,USD,Common Stock,
16684,FVVSF,Aranjin Resources Ltd,USA,PINK,USD,Common Stock,
16686,FWAC,Fifth Wall Acquisition Corp III,USA,NASDAQ,USD,Common Stock,KYG341421025
16690,FWBI,First Wave BioPharma Inc,USA,NASDAQ,USD,Common Stock,US33749P1012
16698,FWDG,FutureWorld Corp,USA,PINK,USD,Common Stock,US36117M1053
16700,FWEDF,Fireweed Zinc Ltd,USA,OTCQB,USD,Common Stock,
16701,FWFW,Flywheel Advanced Technology Inc,USA,PINK,USD,Common Stock,
16716,FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,USA,NASDAQ,USD,Common Stock,US5312298707
16717,FWONB,Formula One Group,USA,PINK,USD,Common Stock,US53071M4015
16718,FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,USA,NASDAQ,USD,Common Stock,US5312298541
16720,FWPAY,Forward Pharma A/S,USA,PINK,USD,Common Stock,
16723,FWRD,Forward Air Corporation,USA,NASDAQ,USD,Common Stock,US3498531017
16724,FWRG,First Watch Restaurant Group Inc,USA,NASDAQ,USD,Common Stock,US33748L1017
16736,FXBY,Foxby Corp,USA,PINK,USD,Common Stock,US46062H1005
16738,FXCNF,FIH Mobile Limited,USA,PINK,USD,Common Stock,
16739,FXCNY,FIH Mobile Ltd ADR,USA,PINK,USD,Common Stock,US30255D1000
16740,FXCO,Financial Strategies Acquisition Corp. Class A Common Stock,USA,NASDAQ,USD,Common Stock,US31772T1079
16741,FXCOR,Financial Strategies Acquisition Corp. Rights,USA,NASDAQ,USD,Common Stock,
16742,FXCOW,Financial Strategies Acquisition Corp. Warrants,USA,NASDAQ,USD,Common Stock,
16748,FXFHF,Fairfax Financial Holdings Ltd Pfd Shs Ser F 5 Yr Rate Reset,USA,PINK,USD,Common Stock,
16749,FXFLF,Fairfax Financial Holdings Limited,USA,PINK,USD,Common Stock,
16761,FXLG,FS Bancorp,USA,PINK,USD,Common Stock,
16762,FXLV,F45 Training Holdings Inc,USA,NYSE,USD,Common Stock,US30322L1017
16765,FXNC,First National Corp,USA,NASDAQ,USD,Common Stock,US32106V1070
16773,FXRVF,Fox River Resources Corporation,USA,PINK,USD,Common Stock,
16775,FXTGY,Foxtons Group PLC,USA,PINK,USD,Common Stock,US35166C1099
16782,FYBR,Frontier Communications Parent Inc,USA,NASDAQ,USD,Common Stock,US35909D1090
16785,FYGGY,Fuyao Glass Industry Group Co. Ltd,USA,PINK,USD,Common Stock,
16788,FYIRF,FYI Resources Limited,USA,OTCQX,USD,Common Stock,
16796,FYMNF,Finlay Minerals Ltd,USA,OTCQB,USD,Common Stock,
16840,FZMD,Fuse Medical Inc,USA,PINK,USD,Common Stock,
16846,FZRO,FlashZero Corp,USA,PINK,USD,Common Stock,
16847,FZROD,CS Diagnostics Corp.,USA,PINK,USD,Common Stock,
16850,FZT,FAST Acquisition II Corp,USA,NYSE,USD,Common Stock,US3118741012
16852,G,Genpact Limited,USA,NYSE,USD,Common Stock,BMG3922B1072
16863,GAB-PG,The Gabelli Equity Trust Inc. PFD-G,USA,NYSE,USD,Preferred Stock,
16864,GAB-PH,The Gabelli Equity Trust Inc,USA,NYSE,USD,Preferred Stock,
16865,GAB-PK,The Gabelli Equity Trust Inc,USA,NYSE,USD,Preferred Stock,
16868,GABC,German American Bancorp Inc,USA,NASDAQ,USD,Common Stock,US3738651047
16875,GABLF,GABY Inc,USA,OTCQB,USD,Common Stock,
16886,GACR,Green Automotive Co,USA,OTCCE,USD,Common Stock,US39260A1007
16889,GADS,Gadsden Properties,USA,PINK,USD,Common Stock,US36257R1041
16891,GAEC,Gulf Alternative Energy Corp,USA,OTCCE,USD,Common Stock,
16894,GAEX,GA eXpress Inc,USA,PINK,USD,Common Stock,
16898,GAFL,Great American Financial Corporation,USA,PINK,USD,Common Stock,
16911,GAHC,Global Arena Holding Inc,USA,PINK,USD,Common Stock,US37951M1027
16913,GAIA,Gaia Inc,USA,NASDAQ,USD,Common Stock,US36269P1049
16919,GAILF,GAIL (India) Limited,USA,PINK,USD,Common Stock,
16920,GAIN,Gladstone Investment Corporation,USA,NASDAQ,USD,Common Stock,US3765461070
16921,GAINZ,Gladstone Investment Corporation 4.875% Notes due 2028,USA,NASDAQ,USD,Common Stock,
16930,GALKF,Galantas Gold Corporation,USA,OTCQX,USD,Common Stock,
16932,GALOF,Galore Resources Inc,USA,OTCQB,USD,Common Stock,CA3640961072
16934,GALT,Galectin Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US3632252025
16935,GAM,General American Investors Closed Fund,USA,NYSE,USD,Common Stock,US3688021043
16936,GAM-PB,General American Investors Company Inc.,USA,NYSE,USD,Preferred Stock,
16937,GAMB,Gambling.com Group Ltd,USA,NASDAQ,USD,Common Stock,JE00BL970N11
16938,GAMC,Golden Arrow Merger Corp,USA,NASDAQ,USD,Common Stock,US3807991068
16939,GAMCU,Golden Arrow Merger Corp Unit,USA,NASDAQ,USD,Unit,US3807992058
16940,GAMCW,Golden Arrow Merger Corp,USA,NASDAQ,USD,Common Stock,
16942,GAME,Engine Media Holdings Inc,USA,NASDAQ,USD,Common Stock,CA29287W1023
16943,GAMGF,Gamelancer Gaming Corp,USA,OTCQB,USD,Common Stock,
16944,GAMI,GAMCO Investors Inc,USA,OTCQX,USD,Common Stock,
16945,GAMN,Great American Food Chain Inc. (The),USA,PINK,USD,Common Stock,
16949,GAN,Gan Ltd,USA,NASDAQ,USD,Common Stock,BMG3728V1090
16950,GANDF,Gander Gold Corporation,USA,OTCQB,USD,Common Stock,
16952,GANX,Gain Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US36269B1052
16965,GAPJ,Golden Apple Oil & Gas Inc,USA,PINK,USD,Common Stock,
16971,GAQ,Generation Asia I Acquisition Ltd,USA,NYSE,USD,Common Stock,KYG382581026
16972,GAQ-UN,Generation Asia I Acquisition Ltd,USA,NYSE,USD,Common Stock,
16973,GARB,Garb Oil & Pwr Corp,USA,PINK,USD,Common Stock,US3648251094
16979,GARLF,Netcoins Holdings Inc,USA,PINK,USD,Common Stock,
16980,GARPF,Golden Agri-Resources Ltd,USA,PINK,USD,Common Stock,
16981,GARPY,Golden Agri-Resources,USA,PINK,USD,Common Stock,US3807872003
16982,GARQF,Gallery Resources Limited,USA,OTCCE,USD,Common Stock,
16987,GARWF,Golden Arrow Resources Corp,USA,OTCQB,USD,Common Stock,CA38080W1023
16988,GASE,Gase Energy Inc,USA,PINK,USD,Common Stock,US3672471030
16990,GASNF,Naturgy Energy Group S.A,USA,PINK,USD,Common Stock,
16991,GASNY,Naturgy Energy Group SA ADR,USA,PINK,USD,Common Stock,US63903X1037
16992,GASS,StealthGas Inc,USA,NASDAQ,USD,Common Stock,MHY816691064
16994,GASXF,Ngx Energy International Corp,USA,OTCQX,USD,Common Stock,CA62931J1021
16997,GATE,Marblegate Acquisition Corp,USA,NASDAQ,USD,Common Stock,US56608A1051
16998,GATEU,Marblegate Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US56608A2042
16999,GATEW,Marblegate Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
17002,GATO,Gatos Silver Inc,USA,NYSE,USD,Common Stock,US3680361090
17003,GATX,GATX Corporation,USA,NYSE,USD,Common Stock,US3614481030
17004,GAU,Galiano Gold Inc,USA,NYSE MKT,USD,Common Stock,CA36352H1001
17011,GAWK,Gawk Inc,USA,OTCCE,USD,Common Stock,US3681082059
17013,GAXY,Galaxy Next Generation Inc,USA,OTCQB,USD,Common Stock,US36320A1043
17014,GAYGF,Galway Gold Inc,USA,PINK,USD,Common Stock,
17015,GAYMF,Galway Metals Inc,USA,OTCQB,USD,Common Stock,
17016,GB,Global Blue Group Holding Ltd,USA,NYSE,USD,Common Stock,CH0562152865
17017,GBAB,Guggenheim Taxable Municipal Managed Duration Trust,USA,NYSE,USD,Common Stock,US4016641072
17018,GBARF,Monarch Mining Corporation,USA,OTCQX,USD,Common Stock,
17019,GBAT,Grayscale Basic Attention Token Trust,USA,OTCQB,USD,Common Stock,
17023,GBBFF,Granada Gold Mine Inc,USA,PINK,USD,Common Stock,
17024,GBBGF,Global Li-Ion Graphite Corp,USA,PINK,USD,Common Stock,
17025,GBBK,Global Blockchain Acquisition Corp. Common Stock,USA,NASDAQ,USD,Common Stock,
17026,GBBKR,Global Blockchain Acquisition Corp. Right,USA,NASDAQ,USD,Common Stock,US37961B1127
17027,GBBKW,Global Blockchain Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
17028,GBBLF,Global Energy Ventures Ltd,USA,PINK,USD,Common Stock,
17031,GBCHF,Metaverse Capital Corp,USA,PINK,USD,Common Stock,
17032,GBCI,Glacier Bancorp Inc,USA,NYSE,USD,Common Stock,US37637Q1058
17034,GBCS,Global Healthcare REIT Inc,USA,PINK,USD,Common Stock,
17036,GBDC,Golub Capital BDC Inc,USA,NASDAQ,USD,Common Stock,US38173M1027
17038,GBDX,Global Diamond Exchange Inc,USA,OTCCE,USD,Common Stock,
17039,GBEI,Great Basin Energies Inc,USA,PINK,USD,Common Stock,
17041,GBERF,Geberit AG,USA,PINK,USD,Common Stock,
17042,GBERY,Geberit AG ADR,USA,PINK,USD,Common Stock,US36840V1098
17046,GBFH,GBank Financial Holdings Inc,USA,OTCQX,USD,Common Stock,
17047,GBGD,Global Gold Corporation,USA,PINK,USD,Common Stock,
17048,GBGPF,GB Group plc,USA,PINK,USD,Common Stock,
17049,GBHL,Global Entertainment Holdings Inc,USA,PINK,USD,Common Stock,US3789871015
17050,GBHPF,Global Hemp Group Inc,USA,PINK,USD,Common Stock,
17055,GBIM,GlobeImmune Inc,USA,PINK,USD,Common Stock,US37957B1008
17056,GBIO,Generation Bio Co,USA,NASDAQ,USD,Common Stock,US37148K1007
17060,GBLBF,Groep Brussel Lambert NV,USA,PINK,USD,Common Stock,BE0003797140
17061,GBLBY,Groep Brussel Lambert NV ADR,USA,PINK,USD,Common Stock,US3994571004
17064,GBLEF,Global Energy Metals Corp,USA,OTCQB,USD,Common Stock,CA37890Y3086
17067,GBLI,Global Indemnity PLC,USA,NYSE,USD,Common Stock,US37959R1032
17069,GBLP,Global Pharmatech Inc,USA,PINK,USD,Common Stock,
17070,GBLTF,GBLT Corp,USA,PINK,USD,Common Stock,
17071,GBLX,GB Sciences Inc,USA,OTCQB,USD,Common Stock,US3615441090
17074,GBMIF,Green Battery Minerals Inc,USA,OTCQB,USD,Common Stock,
17076,GBMRF,GBM Resources Limited,USA,PINK,USD,Common Stock,
17079,GBNH,Greenbrook TMS Inc,USA,NASDAQ,USD,Common Stock,CA3937043097
17080,GBNW,Global Energy Networks Corp,USA,OTCCE,USD,Common Stock,US3793821048
17081,GBNXF,Gibson Energy Inc,USA,PINK,USD,Common Stock,
17082,GBNY,Generations Bancorp NY Inc,USA,NASDAQ,USD,Common Stock,US37149G1085
17086,GBOOF,Grupo Financiero Banorte S.A.B. de C.V,USA,OTCQX,USD,Common Stock,
17087,GBOOY,Grupo Financiero Banorte SAB de CV ADR,USA,OTCQX,USD,Common Stock,US40052P1075
17091,GBR,New Concept Energy Inc,USA,NYSE MKT,USD,Common Stock,US6436111065
17092,GBRCF,Gold Bull Resources Corp,USA,OTCQB,USD,Common Stock,CA3805561006
17093,GBRGW,Goldenbridge Acquisition Limited,USA,NASDAQ,USD,Common Stock,
17094,GBRIF,Golden Band Resources Inc,USA,PINK,USD,Common Stock,
17095,GBRRF,Gabriel Resources Ltd,USA,PINK,USD,Common Stock,CA3619701061
17097,GBTC,Grayscale Bitcoin Trust (BTC),USA,OTCQX,USD,Common Stock,US3896371099
17098,GBTG,Global Business Travel Group Inc,USA,NYSE,USD,Common Stock,US37890B1008
17100,GBUX,GivBux Inc,USA,PINK,USD,Common Stock,
17103,GBX,Greenbrier Companies Inc,USA,NYSE,USD,Common Stock,US3936571013
17104,GBXI,GBX International Group Inc,USA,PINK,USD,Common Stock,
17106,GBXXY,Grand Baoxin Auto Group Limited,USA,PINK,USD,Common Stock,
17107,GCAAF,Guardian Capital Group Limited,USA,PINK,USD,Common Stock,
17110,GCAN,Greater Cannabis Company Inc,USA,PINK,USD,Common Stock,US3916571033
17115,GCBC,Greene County Bancorp Inc,USA,NASDAQ,USD,Common Stock,US3943571071
17121,GCCFF,Golden Cariboo Resources Ltd,USA,PINK,USD,Common Stock,
17125,GCCO,Garden City Co,USA,PINK,USD,Common Stock,
17138,GCEH,Global Clean Energy Holdings,USA,OTCQB,USD,Common Stock,US3789892060
17139,GCEI,Global Clean Energy Inc,USA,PINK,USD,Common Stock,US3789861032
17145,GCFB,Granite City Food OTC,USA,PINK,USD,Common Stock,US38724Q4047
17147,GCFFF,Goldcliff Resource Corporation,USA,PINK,USD,Common Stock,
17162,GCHEF,Grupo Comercial Chedraui S.A.B. de C.V,USA,PINK,USD,Common Stock,
17163,GCHK,Greenchek Technology,USA,OTCCE,USD,Common Stock,US3941761013
17164,GCHOY,Grupo Nutresa SA ADR,USA,PINK,USD,Common Stock,US40052J1016
17165,GCI,Gannett Co Inc,USA,NYSE,USD,Common Stock,US36472T1097
17180,GCLMF,GCM Resources Plc,USA,PINK,USD,Common Stock,
17183,GCLT,GainClients Inc,USA,PINK,USD,Common Stock,
17188,GCMG,GCM Grosvenor Inc,USA,NASDAQ,USD,Common Stock,US36831E1082
17189,GCMGW,GCM Grosvenor Inc,USA,NASDAQ,USD,Common Stock,
17194,GCO,Genesco Inc,USA,NYSE,USD,Common Stock,US3715321028
17200,GCPEF,GCL-Poly Energy Holdings Limited,USA,PINK,USD,Common Stock,
17204,GCRCF,Golcap Resources Corp,USA,PINK,USD,Common Stock,
17206,GCRIF,Rogue Resources Inc,USA,PINK,USD,Common Stock,
17216,GCT,GigaCloud Technology Inc Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
17220,GCTK,GlucoTrack Inc,USA,NASDAQ,USD,Common Stock,US45824Q5071
17232,GCWOF,Grupo Cementos de Chihuahua S.A.B. de C.V,USA,PINK,USD,Common Stock,
17233,GCXXF,Granite Creek Copper Ltd,USA,OTCQB,USD,Common Stock,
17235,GD,General Dynamics Corporation,USA,NYSE,USD,Common Stock,US3695501086
17236,GDBYF,Goodbody Health Inc,USA,OTCQB,USD,Common Stock,
17237,GDC,GD Culture Group Limited,USA,NASDAQ,USD,Common Stock,
17238,GDDFF,Goodfood Market Corp,USA,PINK,USD,Common Stock,
17239,GDDY,Godaddy Inc,USA,NYSE,USD,Common Stock,US3802371076
17242,GDEN,Golden Entertainment Inc,USA,NASDAQ,USD,Common Stock,US3810131017
17243,GDET,GD Entertainment & Technology Inc,USA,PINK,USD,Common Stock,US36830V2007
17245,GDEV,GDEV Inc.,USA,NASDAQ,USD,Common Stock,VGG6529J1003
17246,GDEVW,Nexters Inc. Warrant,USA,NASDAQ,USD,Common Stock,
17252,GDHG,Golden Heaven Group Holdings Ltd. Ordinary Shares,USA,NASDAQ,USD,Common Stock,
17255,GDIFF,GDI Integrated Facility Services Inc,USA,PINK,USD,Common Stock,
17261,GDL-PC,The GDL Fund,USA,NYSE,USD,Preferred Stock,
17262,GDLC,Grayscale Digital Large Cap Fund Ll,USA,OTCQX,USD,Common Stock,KYG407051088
17264,GDLNF,Greenland Minerals And Energy Ltd,USA,PINK,USD,Common Stock,AU000000GGG4
17266,GDMIF,Goldstar Minerals Inc,USA,PINK,USD,Common Stock,
17268,GDMK,Global Diversified Marketing Group Inc,USA,PINK,USD,Common Stock,
17269,GDMN,GOLDEN MINERALS CO,USA,BATS,USD,Common Stock,
17271,GDMRF,Golden Dawn Minerals Inc,USA,PINK,USD,Common Stock,
17274,GDNEF,Golden Eagle Retail Group Limited,USA,PINK,USD,Common Stock,
17275,GDNGY,PT Gudang Garam Tbk,USA,PINK,USD,Common Stock,
17276,GDNPF,good natured Products Inc,USA,OTCQX,USD,Common Stock,
17277,GDNR,Gardiner Healthcare Acquisitions Corp Unit,USA,NASDAQ,USD,Unit,US3655061048
17278,GDNRU,Gardiner Healthcare Acquisitions Corp Unit,USA,NASDAQ,USD,Unit,US3655062038
17279,GDNRW,Gardiner Healthcare Acquisitions Corp. Warrant,USA,NASDAQ,USD,Common Stock,
17280,GDNSF,Goodness Growth Holdings Inc,USA,OTCQX,USD,Common Stock,CA38238W1032
17283,GDOT,Green Dot Corporation,USA,NYSE,USD,Common Stock,US39304D1028
17284,GDPEF,Resource Capital Gold Corp,USA,PINK,USD,Common Stock,
17285,GDPHF,Godolphin Resources Limited,USA,PINK,USD,Common Stock,
17286,GDQMF,GoldQuest Mining Corp.,USA,PINK,USD,Common Stock,CA38144C1005
17287,GDRX,Goodrx Holdings Inc,USA,NASDAQ,USD,Common Stock,US38246G1085
17288,GDRZF,Gold Reserve Inc,USA,OTCQX,USD,Common Stock,CA38068N3067
17289,GDS,GDS Holdings Ltd,USA,NASDAQ,USD,Common Stock,US36165L1089
17290,GDSI,Global Digital Soltn,USA,PINK,USD,Common Stock,US37944K1060
17291,GDSKF,Nevada Zinc Corporation,USA,PINK,USD,Common Stock,
17293,GDST,Goldenstone Acquisition Ltd,USA,NASDAQ,USD,Common Stock,US38136Y1029
17294,GDSTR,Goldenstone Acquisition Limited Rights,USA,NASDAQ,USD,Common Stock,
17295,GDSTU,Goldenstone Acquisition Ltd Unit,USA,NASDAQ,USD,Unit,US38136Y2019
17296,GDSTW,Goldenstone Acquisition Limited Warrants,USA,NASDAQ,USD,Common Stock,
17298,GDTC,CytoMed Therapeutics Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
17299,GDTRF,Gladiator Metals Corp,USA,PINK,USD,Common Stock,
17302,GDV-PH,The Gabelli Dividend & Income Trust,USA,NYSE,USD,Preferred Stock,
17303,GDV-PK,The Gabelli Dividend & Income Trust,USA,NYSE,USD,Preferred Stock,
17305,GDVM,Global Develpmts,USA,PINK,USD,Common Stock,US3789743073
17306,GDVTZ,Gould Investors L.P,USA,PINK,USD,Common Stock,
17310,GDXRF,Goldex Resources Corporation,USA,PINK,USD,Common Stock,
17312,GDYMF,ReNu Energy Limited,USA,PINK,USD,Common Stock,
17313,GDYN,Grid Dynamics Holdings Inc,USA,NASDAQ,USD,Common Stock,US39813G1094
17314,GE,General Electric Company,USA,NYSE,USD,Common Stock,US3696043013
17317,GEAGF,GEA Group Aktiengesellschaft,USA,PINK,USD,Common Stock,
17318,GEAHF,Great Eagle Holdings Limited,USA,PINK,USD,Common Stock,
17319,GEATF,Radiko Holdings Corp,USA,PINK,USD,Common Stock,CA75034R1029
17322,GEBEY,Genting Berhad ADR,USA,PINK,USD,Common Stock,
17323,GEBHF,Genting Berhad,USA,PINK,USD,Common Stock,
17324,GEBHY,Genting Berhad,USA,PINK,USD,Common Stock,US3724523002
17327,GEBRF,Greenbriar Capital Corp,USA,PINK,USD,Common Stock,
17330,GECC,Great Elm Capital Corp,USA,NASDAQ,USD,Common Stock,US3903201099
17331,GECCM,Great Elm Capital Corp. - 6.75%,USA,NASDAQ,USD,Common Stock,
17332,GECCN,Great Elm Capital,USA,NASDAQ,USD,Common Stock,
17333,GECCO,Great Elm Capital Corp. 5.875% Notes due 2026,USA,NASDAQ,USD,Common Stock,
17334,GECCZ,Great Elm Capital Corp. 8.75% Notes due 2028,USA,NASDAQ,USD,Common Stock,
17335,GECFF,Gecina SA,USA,OTCGREY,USD,Common Stock,
17336,GECSF,Global Education Communities Corp.,USA,OTCQX,USD,Common Stock,
17340,GEECF,Global Environmental Energy Corp,USA,PINK,USD,Common Stock,BSP477251099
17341,GEF,Greif Bros Corporation,USA,NYSE,USD,Common Stock,US3976241071
17342,GEF-B,Greif Inc,USA,NYSE,USD,Common Stock,US3976242061
17343,GEFI,Geo Finance Corp.,USA,OTCCE,USD,Common Stock,US37251H1005
17345,GEG,Great Elm Group Inc,USA,NASDAQ,USD,Common Stock,US39037G1094
17348,GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,USA,NASDAQ,USD,Common Stock,
17349,GEGI,Genesis Electronics Group Inc,USA,PINK,USD,Common Stock,
17350,GEGP,Gold Ent Group New,USA,PINK,USD,Common Stock,US38059X2062
17351,GEGR,National Health Scan,USA,PINK,USD,Common Stock,US36255Q1085
17353,GEGYF,Genel Energy plc,USA,PINK,USD,Common Stock,
17354,GEGYY,Genel Energy PLC ADR,USA,PINK,USD,Common Stock,US3687051090
17355,GEHC,GE HealthCare Technologies Inc.,USA,NASDAQ,USD,Common Stock,
17356,GEHDY,Great Eastern Holdings Ltd ADR,USA,PINK,USD,Common Stock,US39032W1099
17357,GEHI,Gravitas Education Holdings Inc.,USA,NYSE,USD,Common Stock,
17363,GEL,Genesis Energy LP,USA,NYSE,USD,Common Stock,US3719271047
17364,GELEF,Graphano Energy Ltd,USA,OTCQB,USD,Common Stock,
17365,GELGF,Chatham Rock Phosphate Limited,USA,PINK,USD,Common Stock,
17366,GELNF,Gelion plc,USA,PINK,USD,Common Stock,
17367,GELYF,Geely Automobile Holdings Ltd,USA,PINK,USD,Common Stock,KYG3777B1032
17368,GELYY,Geely Automobile Holdings Ltd ADR,USA,PINK,USD,Common Stock,US36847Q1031
17384,GEMSD,Infinity Stone Ventures Corp.,USA,OTCQB,USD,Common Stock,
17385,GEMSF,Infinity Stone Ventures Corp.,USA,OTCQB,USD,Common Stock,
17390,GEMZ,GEMXX Corp,USA,PINK,USD,Common Stock,US36870K1060
17392,GEN,Gen Digital Inc.,USA,NASDAQ,USD,Common Stock,US6687711084
17393,GENC,Gencor Industries Inc,USA,NYSE MKT,USD,Common Stock,US3686781085
17394,GENE,Genetic Technologies Ltd,USA,NASDAQ,USD,Common Stock,US37185R3075
17395,GENFF,Genflow Biosciences plc,USA,OTCMKTS,USD,Common Stock,
17396,GENGF,Gear Energy Ltd,USA,OTCQX,USD,Common Stock,
17397,GENI,Genius Sports Ltd,USA,NYSE,USD,Common Stock,GG00BMF1JR16
17399,GENK,GEN Restaurant Group Inc. Class A Common Stock,USA,NASDAQ,USD,Common Stock,
17400,GENMF,Generation Mining Limited,USA,OTCQB,USD,Common Stock,
17401,GENN,Genesis Healthcare Inc,USA,PINK,USD,Common Stock,US37185X1063
17402,GENPF,Genix Pharmaceuticals Corporation,USA,OTCQB,USD,Common Stock,
17403,GENQ,Genesis Unicorn Capital Corp,USA,NASDAQ,USD,Common Stock,US37187C1009
17404,GENQU,Genesis Unicorn Capital Corp Unit,USA,NASDAQ,USD,Unit,US37187C2098
17405,GENQW,Genesis Unicorn Capital Corp. Warrants,USA,NASDAQ,USD,Common Stock,
17406,GENSF,Genus plc,USA,PINK,USD,Common Stock,
17407,GENTF,G5 Entertainment AB (publ),USA,OTCQX,USD,Common Stock,
17408,GENX,Genex Pharmaceutical Inc,USA,PINK,USD,Common Stock,US37227T1051
17410,GEO,Geo Group Inc,USA,NYSE,USD,Common Stock,US36162J1060
17411,GEODF,Geodrill Limited,USA,OTCQX,USD,Common Stock,
17413,GEOS,Geospace Technologies Corporation,USA,NASDAQ,USD,Common Stock,US37364X1090
17415,GEOUF,Golden Energy Offshore Services AS,USA,OTCQB,USD,Common Stock,
17423,GERFF,Glen Eagle Resources Inc,USA,PINK,USD,Common Stock,
17426,GERN,Geron Corporation,USA,NASDAQ,USD,Common Stock,US3741631036
17427,GERS,Greenshift Corp,USA,PINK,USD,Common Stock,US39571U6055
17429,GES,Guess? Inc,USA,NYSE,USD,Common Stock,US4016171054
17430,GESI,General European Strategic Investments Inc,USA,PINK,USD,Common Stock,
17436,GETH,Green Envirotech Holdings Corp,USA,PINK,USD,Common Stock,US39303B3050
17437,GETR,Getaround Inc,USA,NYSE,USD,Common Stock,
17438,GETY,Getty Images Holdings Inc.,USA,NYSE,USD,Common Stock,
17439,GEVI,General Environmental Management Inc,USA,PINK,USD,Common Stock,US36976P2074
17440,GEVO,Gevo Inc,USA,NASDAQ,USD,Common Stock,US3743964062
17444,GFAI,Guardforce AI Co Ltd,USA,NASDAQ,USD,Common Stock,KYG4236L1124
17445,GFAIW,Guardforce AI Co. Limited Warrant,USA,NASDAQ,USD,Common Stock,
17446,GFASY,Gafisa SA ADR,USA,PINK,USD,Common Stock,US3626074005
17449,GFCI,Grifco International Inc,USA,OTCCE,USD,Common Stock,
